id1,id2,date,node_x,node_y
9309214,9209285,1993-09-02,440,252
9309316,9209285,1993-09-23,506,252
9310374,9209285,1993-10-29,763,252
9311359,9209285,1993-11-24,1043,252
9212318,9212245,1992-12-31,902,860
9312222,9212245,1993-12-06,1189,860
9301212,9209291,1993-01-06,523,255
9304305,9209291,1993-04-27,1279,255
9301218,9208206,1993-01-07,527,83
9307363,9208206,1993-07-29,201,83
9301214,9207233,1993-01-07,525,1428
9303225,9207233,1993-03-04,1074,1428
9301228,9206214,1993-01-11,531,1295
9302210,9206214,1993-02-03,776,1295
9302282,9206214,1993-02-19,819,1295
9305275,9206214,1993-05-17,1372,1295
9311249,9206214,1993-11-09,963,1295
9311296,9206214,1993-11-15,996,1295
9311367,9206214,1993-11-26,1049,1295
9301237,9205245,1993-01-13,535,1165
9304224,9205245,1993-04-06,1239,1165
9309245,9205245,1993-09-08,461,1165
9311226,9205245,1993-11-04,946,1165
9301250,9210210,1993-01-19,542,390
9301252,9204202,1993-01-20,543,903
9304209,9204202,1993-04-03,1232,903
9306270,9204202,1993-06-14,37,903
9307367,9204202,1993-07-29,203,903
9308239,9204202,1993-08-06,292,903
9308330,9204202,1993-08-24,354,903
9309250,9204202,1993-09-09,466,903
9301290,9901206,1993-01-28,564,1058
9307295,9901206,1993-07-19,168,1058
9308258,9901206,1993-08-11,303,1058
9308318,9901206,1993-08-23,345,1058
9311258,9901206,1993-11-10,970,1058
9311257,9901206,1993-11-10,969,1058
9301295,9209257,1993-02-01,566,237
9305298,9209257,1993-05-21,1381,237
9310300,9209257,1993-10-18,712,237
9301295,9210208,1993-02-01,566,388
9302304,9210208,1993-02-24,831,388
9303258,9210208,1993-03-14,1098,388
9303257,9210208,1993-03-14,1097,388
9306237,9210208,1993-06-07,20,388
9310217,9210208,1993-10-04,661,388
9310300,9210208,1993-10-18,712,388
9302205,9302221,1993-02-02,771,782
9304229,9302221,1993-04-07,1243,782
9304321,9302221,1993-04-30,1288,782
9309214,9302221,1993-09-02,440,782
9310297,9302221,1993-10-17,709,782
9302202,9212305,1993-02-02,769,895
9302224,9212305,1993-02-05,784,895
9303318,9212305,1993-03-30,1131,895
9304244,9212305,1993-04-12,1250,895
9305248,9212305,1993-05-11,1356,895
9305243,9212305,1993-05-11,1354,895
9305282,9212305,1993-05-18,1374,895
9306279,9212305,1993-06-16,42,895
9307309,9212305,1993-07-20,175,895
9307322,9212305,1993-07-22,182,895
9307354,9212305,1993-07-28,196,895
9308209,9212305,1993-08-02,274,895
9308309,9212305,1993-08-20,339,895
9309304,9212305,1993-09-21,499,895
9312272,9212305,1993-12-13,1224,895
9302210,9208202,1993-02-03,776,81
9309242,9208202,1993-09-08,459,81
9302210,9208215,1993-02-03,776,89
9303282,9208215,1993-03-18,1112,89
9307203,9208215,1993-07-01,120,89
9308364,9208215,1993-08-30,378,89
9302210,9208227,1993-02-03,776,93
9302210,9209245,1993-02-03,776,228
9302207,9209245,1993-02-03,773,228
9302255,9209245,1993-02-12,801,228
9303317,9209245,1993-03-30,1130,228
9304267,9209245,1993-04-19,1263,228
9308209,9209245,1993-08-02,274,228
9310374,9209245,1993-10-29,763,228
9311249,9209245,1993-11-09,963,228
9302210,9209258,1993-02-03,776,238
9302209,9208207,1993-02-03,775,84
9304319,9208207,1993-04-30,1286,84
9307260,9208207,1993-07-13,154,84
9408213,9208207,1993-08-02,647,84
9309311,9208207,1993-09-22,503,84
9311228,9208207,1993-11-04,948,84
9311256,9208207,1993-11-10,968,84
9311335,9208207,1993-11-22,1025,84
9312227,9208207,1993-12-06,1193,84
9302209,9210275,1993-02-03,775,422
9302220,9212286,1993-02-04,781,884
9305285,9212286,1993-05-18,1375,884
9302226,9206255,1993-02-05,785,1321
9302234,9211228,1993-02-08,790,584
9303202,9211228,1993-03-01,1061,584
9303231,9211228,1993-03-08,1078,584
9304216,9211228,1993-04-05,1236,584
9304235,9211228,1993-04-08,1247,584
9304277,9211228,1993-04-20,1267,584
9304295,9211228,1993-04-23,1274,584
9304298,9211228,1993-04-26,1275,584
9305316,9211228,1993-05-25,1390,584
9305339,9211228,1993-05-27,1401,584
9306226,9211228,1993-06-04,14,584
9306279,9211228,1993-06-16,42,584
9307211,9211228,1993-07-02,124,584
9308266,9211228,1993-08-12,311,584
9308323,9211228,1993-08-23,349,584
9308336,9211228,1993-08-25,357,584
9308357,9211228,1993-08-29,373,584
9308377,9211228,1993-08-31,384,584
9309250,9211228,1993-09-09,466,584
9310215,9211228,1993-10-04,659,584
9312251,9211228,1993-12-09,1208,584
9302233,9205231,1993-02-08,789,1156
9302241,9205231,1993-02-09,793,1156
9311233,9205231,1993-11-05,951,1156
9302241,9203211,1993-02-09,793,637
9302242,9203211,1993-02-09,794,637
9306298,9203211,1993-06-21,60,637
9308232,9203211,1993-08-05,287,637
9308257,9203211,1993-08-11,302,637
9310328,9203211,1993-10-21,731,637
9311343,9203211,1993-11-23,1030,637
9302236,9204205,1993-02-09,791,906
9304229,9204205,1993-04-07,1243,906
9304321,9204205,1993-04-30,1288,906
9308228,9204205,1993-08-05,284,906
9311279,9204205,1993-11-11,983,906
9302247,9206236,1993-02-11,796,1308
9304262,9206236,1993-04-16,1259,1308
9307331,9206236,1993-07-26,188,1308
9308351,9206236,1993-08-27,370,1308
9309268,9206236,1993-09-15,474,1308
9310355,9206236,1993-10-27,748,1308
9311316,9206236,1993-11-19,1010,1308
9302247,9210265,1993-02-11,796,417
9302247,9301276,1993-02-11,796,556
9302247,9302217,1993-02-11,796,779
9309268,9302217,1993-09-15,474,779
9302247,9204211,1993-02-11,796,910
9304233,9204211,1993-04-08,1245,910
9307361,9204211,1993-07-29,200,910
9308201,9204211,1993-08-02,266,910
9308248,9204211,1993-08-09,297,910
9308343,9204211,1993-08-26,363,910
9310201,9204211,1993-10-01,650,910
9311370,9204211,1993-11-29,1050,910
9312238,9204211,1993-12-07,1201,910
9302254,9206233,1993-02-11,800,1306
9303242,9206233,1993-03-10,1089,1306
9302254,9208247,1993-02-11,800,107
9303242,9208247,1993-03-10,1089,107
9302248,9209230,1993-02-11,797,219
9310257,9209230,1993-10-11,686,219
9311201,9209230,1993-11-01,930,219
9302248,9209205,1993-02-11,797,209
9305319,9209205,1993-05-26,1393,209
9307248,9209205,1993-07-12,145,209
9310257,9209205,1993-10-11,686,209
9310298,9209205,1993-10-17,710,209
9311201,9209205,1993-11-01,930,209
9311376,9209205,1993-11-30,1054,209
9312268,9209205,1993-12-13,1221,209
9302257,9208249,1993-02-12,802,109
9302306,9208249,1993-02-24,832,109
9304289,9208249,1993-04-22,1271,109
9305266,9208249,1993-05-13,1366,109
9306280,9208249,1993-06-17,43,109
9310306,9208249,1993-10-18,717,109
9311290,9208249,1993-11-14,991,109
9302255,9206262,1993-02-12,801,1324
9303203,9206262,1993-03-02,1062,1324
9303216,9206262,1993-03-03,1068,1324
9303297,9206262,1993-03-23,1120,1324
9304213,9206262,1993-04-05,1234,1324
9305272,9206262,1993-05-14,1369,1324
9306270,9206262,1993-06-14,37,1324
9306322,9206262,1993-06-28,75,1324
9307255,9206262,1993-07-12,150,1324
9307367,9206262,1993-07-29,203,1324
9309248,9206262,1993-09-09,464,1324
9310286,9206262,1993-10-14,703,1324
9310366,9206262,1993-10-27,757,1324
9311288,9206262,1993-11-12,990,1324
9302259,9211201,1993-02-13,804,567
9302269,9204229,1993-02-17,810,922
9304265,9204229,1993-04-16,1262,922
9304305,9204229,1993-04-27,1279,922
9304309,9204229,1993-04-27,1282,922
9306214,9204229,1993-06-02,9,922
9306320,9204229,1993-06-26,73,922
9307216,9204229,1993-07-02,127,922
9307307,9204229,1993-07-20,173,922
9308287,9204229,1993-08-17,326,922
9308369,9204229,1993-08-31,380,922
9309270,9204229,1993-09-15,476,922
9309272,9204229,1993-09-15,478,922
9309279,9204229,1993-09-17,482,922
9310356,9204229,1993-10-27,749,922
9310360,9204229,1993-10-27,752,922
9311232,9204229,1993-11-05,950,922
9311325,9204229,1993-11-21,1017,922
9312257,9204229,1993-12-09,1212,922
9312262,9204229,1993-12-10,1216,922
9302264,9209213,1993-02-17,806,213
9308274,9209213,1993-08-13,317,213
9310272,9209213,1993-10-12,692,213
9312237,9209213,1993-12-07,1200,213
9302271,9303304,1993-02-17,811,1124
9302277,9207212,1993-02-18,815,1415
9303231,9207212,1993-03-08,1078,1415
9303297,9207212,1993-03-23,1120,1415
9303302,9207212,1993-03-24,1122,1415
9303318,9207212,1993-03-30,1131,1415
9304295,9207212,1993-04-23,1274,1415
9305230,9207212,1993-05-07,1347,1415
9305316,9207212,1993-05-25,1390,1415
9305339,9207212,1993-05-27,1401,1415
9306279,9207212,1993-06-16,42,1415
9306319,9207212,1993-06-25,72,1415
9308233,9207212,1993-08-05,288,1415
9308309,9207212,1993-08-20,339,1415
9309250,9207212,1993-09-09,466,1415
9309331,9207212,1993-09-28,516,1415
9311372,9207212,1993-11-29,1052,1415
9302274,9208238,1993-02-18,813,99
9307245,9208238,1993-07-10,142,99
9307243,9208238,1993-07-10,140,99
9307241,9208238,1993-07-10,138,99
9307244,9208238,1993-07-10,141,99
9310379,9208238,1993-10-31,767,99
9302276,9209206,1993-02-18,814,210
9302282,9208205,1993-02-19,819,82
9304299,9208205,1993-04-26,1276,82
9308209,9208205,1993-08-02,274,82
9308217,9208205,1993-08-03,279,82
9308315,9208205,1993-08-21,342,82
9309249,9208205,1993-09-09,465,82
9311249,9208205,1993-11-09,963,82
9302290,9209299,1993-02-22,822,260
9306252,9209299,1993-06-09,28,260
9306278,9209299,1993-06-16,41,260
9307316,9209299,1993-07-21,179,260
9308258,9209299,1993-08-11,303,260
9311359,9209299,1993-11-24,1043,260
9302287,9304294,1993-02-22,820,1273
9302299,9206247,1993-02-24,827,1316
9304258,9206247,1993-04-15,1258,1316
9302302,9205209,1993-02-24,830,1140
9302319,9205209,1993-02-26,842,1140
9305287,9205209,1993-05-19,1376,1140
9306258,9205209,1993-06-11,30,1140
9307257,9205209,1993-07-13,151,1140
9310277,9205209,1993-10-13,697,1140
9302310,9205235,1993-02-25,834,1160
9303276,9205235,1993-03-18,1107,1160
9307229,9205235,1993-07-07,132,1160
9302319,9204203,1993-02-26,842,904
9305314,9204203,1993-05-25,1388,904
9302319,9205201,1993-02-26,842,1135
9306258,9205201,1993-06-11,30,1135
9307257,9205201,1993-07-13,151,1135
9311288,9205201,1993-11-12,990,1135
9302312,9204214,1993-02-26,835,913
9305232,9204214,1993-05-10,1348,913
9305289,9204214,1993-05-19,1377,913
9303207,9209275,1993-03-02,1065,248
9303207,9211239,1993-03-02,1065,589
9310272,9211239,1993-10-12,692,589
9310293,9211239,1993-10-15,707,589
9312269,9211239,1993-12-13,1222,589
9303207,9211248,1993-03-02,1065,594
9304302,9211248,1993-04-27,1277,594
9305267,9211248,1993-05-14,1367,594
9307330,9211248,1993-07-24,187,594
9308210,9211248,1993-08-03,275,594
9308285,9211248,1993-08-17,325,594
9309230,9211248,1993-09-06,450,594
9309272,9211248,1993-09-15,478,594
9310251,9211248,1993-10-08,681,594
9310334,9211248,1993-10-21,735,594
9310326,9211248,1993-10-21,729,594
9312225,9211248,1993-12-06,1192,594
9312258,9211248,1993-12-10,1213,594
9312262,9211248,1993-12-10,1216,594
9303207,9301242,1993-03-02,1065,539
9303207,9302296,1993-03-02,1065,825
9309301,9302296,1993-09-20,498,825
9303207,9205243,1993-03-02,1065,1164
9306277,9205243,1993-06-15,40,1164
9307243,9205243,1993-07-10,140,1164
9307241,9205243,1993-07-10,138,1164
9307244,9205243,1993-07-10,141,1164
9310379,9205243,1993-10-31,767,1164
9303207,9208248,1993-03-02,1065,108
9307243,9208248,1993-07-10,140,108
9307241,9208248,1993-07-10,138,108
9307332,9208248,1993-07-26,189,108
9310309,9208248,1993-10-19,720,108
9303207,9208221,1993-03-02,1065,92
9307243,9208221,1993-07-10,140,92
9307241,9208221,1993-07-10,138,92
9307244,9208221,1993-07-10,141,92
9310379,9208221,1993-10-31,767,92
9303207,9207235,1993-03-02,1065,1430
9303217,9204225,1993-03-03,1069,919
9303303,9204225,1993-03-24,1123,919
9303320,9204225,1993-03-31,1132,919
9304295,9204225,1993-04-23,1274,919
9305312,9204225,1993-05-25,1386,919
9306205,9204225,1993-06-01,3,919
9306279,9204225,1993-06-16,42,919
9306309,9204225,1993-06-23,65,919
9306311,9204225,1993-06-24,67,919
9307211,9204225,1993-07-02,124,919
9307275,9204225,1993-07-14,159,919
9307344,9204225,1993-07-27,194,919
9308323,9204225,1993-08-23,349,919
9308333,9204225,1993-08-24,355,919
9308335,9204225,1993-08-25,356,919
9310265,9204225,1993-10-11,689,919
9310307,9204225,1993-10-18,718,919
9311227,9204225,1993-11-04,947,919
9311281,9204225,1993-11-11,985,919
9312222,9204225,1993-12-06,1189,919
9312272,9204225,1993-12-13,1224,919
9303217,9205240,1993-03-03,1069,1163
9303303,9205240,1993-03-24,1123,1163
9306207,9205240,1993-06-01,4,1163
9306205,9205240,1993-06-01,3,1163
9306279,9205240,1993-06-16,42,1163
9306309,9205240,1993-06-23,65,1163
9308209,9205240,1993-08-02,274,1163
9308233,9205240,1993-08-05,288,1163
9311227,9205240,1993-11-04,947,1163
9303219,9205222,1993-03-04,1070,1149
9308340,9205222,1993-08-25,360,1149
9303221,9208256,1993-03-04,1072,113
9304314,9208256,1993-04-29,1285,113
9312219,9208256,1993-12-04,1186,113
9303221,9208257,1993-03-04,1072,114
9304314,9208257,1993-04-29,1285,114
9312219,9208257,1993-12-04,1186,114
9303225,9207222,1993-03-04,1074,1422
9303226,9301259,1993-03-05,1075,547
9307232,9301259,1993-07-08,135,547
9303227,9211329,1993-03-06,1076,625
9303227,9212287,1993-03-06,1076,885
9303230,9205227,1993-03-08,1077,1152
9306286,9205227,1993-06-18,48,1152
9306328,9205227,1993-06-29,77,1152
9303231,9203223,1993-03-08,1078,644
9303293,9203223,1993-03-23,1118,644
9303297,9203223,1993-03-23,1120,644
9304295,9203223,1993-04-23,1274,644
9305248,9203223,1993-05-11,1356,644
9306319,9203223,1993-06-25,72,644
9308233,9203223,1993-08-05,288,644
9308238,9203223,1993-08-06,291,644
9308333,9203223,1993-08-24,355,644
9309250,9203223,1993-09-09,466,644
9309331,9203223,1993-09-28,516,644
9310206,9203223,1993-10-01,654,644
9310333,9203223,1993-10-21,734,644
9311248,9203223,1993-11-09,962,644
9312222,9203223,1993-12-06,1189,644
9312272,9203223,1993-12-13,1224,644
9303236,9205204,1993-03-09,1083,1138
9311338,9205204,1993-11-22,1027,1138
9303232,9210249,1993-03-09,1079,408
9306284,9210249,1993-06-17,46,408
9306303,9210249,1993-06-22,62,408
9311219,9210249,1993-11-03,941,408
9311291,9210249,1993-11-14,992,408
9303251,9211219,1993-03-12,1093,576
9309320,9211219,1993-09-23,510,576
9303251,9212248,1993-03-12,1093,861
9308234,9212248,1993-08-06,289,861
9311346,9212248,1993-11-23,1032,861
9303256,9207241,1993-03-14,1096,1436
9310338,9207241,1993-10-22,738,1436
9303269,9206240,1993-03-16,1101,1311
9307210,9206240,1993-07-02,123,1311
9303273,9211322,1993-03-17,1105,623
9305254,9211322,1993-05-12,1357,623
9306244,9211322,1993-06-08,23,623
9307320,9211322,1993-07-22,181,623
9309217,9211322,1993-09-03,442,623
9309246,9211322,1993-09-09,462,623
9310219,9211322,1993-10-04,663,623
9310327,9211322,1993-10-21,730,623
9311231,9211322,1993-11-05,949,623
9303282,9210278,1993-03-18,1112,425
9305201,9210278,1993-05-03,1326,425
9312221,9210278,1993-12-05,1188,425
9303282,9301285,1993-03-18,1112,560
9308234,9301285,1993-08-06,289,560
9303281,9211282,1993-03-18,1111,608
9305207,9211282,1993-05-03,1331,608
9305291,9211282,1993-05-19,1378,608
9309235,9211282,1993-09-07,454,608
9303281,9210253,1993-03-18,1111,410
9305207,9210253,1993-05-03,1331,410
9305291,9210253,1993-05-19,1378,410
9308341,9210253,1993-08-26,361,410
9308355,9210253,1993-08-28,372,410
9309257,9210253,1993-09-13,470,410
9310222,9210253,1993-10-04,665,410
9311302,9210253,1993-11-16,1000,410
9311350,9210253,1993-11-23,1035,410
9303276,9204210,1993-03-18,1107,909
9308232,9204210,1993-08-05,287,909
9309225,9204210,1993-09-03,447,909
9310202,9204210,1993-10-01,651,909
9311343,9204210,1993-11-23,1030,909
9303284,9212203,1993-03-19,1113,261
9304257,9212203,1993-04-15,1257,261
9305217,9212203,1993-05-06,1338,261
9306261,9212203,1993-06-11,33,261
9309203,9212203,1993-09-01,432,261
9312266,9212203,1993-12-13,1220,261
9303285,9205212,1993-03-19,1114,1142
9303288,9205212,1993-03-22,1116,1142
9304228,9205212,1993-04-07,1242,1142
9305261,9205212,1993-05-13,1363,1142
9306247,9205212,1993-06-08,25,1142
9303285,9208214,1993-03-19,1114,88
9303285,9208217,1993-03-19,1114,90
9303288,9208217,1993-03-22,1116,90
9304228,9208217,1993-04-07,1242,90
9306247,9208217,1993-06-08,25,90
9303286,9207216,1993-03-19,1115,1418
9303299,9207216,1993-03-24,1121,1418
9306312,9207216,1993-06-24,68,1418
9308251,9207216,1993-08-10,299,1418
9309207,9207216,1993-09-01,435,1418
9309222,9207216,1993-09-03,385,1418
9309271,9207216,1993-09-15,477,1418
9309315,9207216,1993-09-23,505,1418
9311265,9207216,1993-11-10,975,1418
9311356,9207216,1993-11-24,1040,1418
9303286,9209207,1993-03-19,1115,211
9306312,9209207,1993-06-24,68,211
9308321,9209207,1993-08-23,347,211
9309207,9209207,1993-09-01,435,211
9311265,9209207,1993-11-10,975,211
9303288,9207245,1993-03-22,1116,1439
9311278,9207245,1993-11-11,982,1439
9312208,9207245,1993-12-01,1176,1439
9303288,9208239,1993-03-22,1116,100
9306247,9208239,1993-06-08,25,100
9303288,9207239,1993-03-22,1116,1434
9304228,9207239,1993-04-07,1242,1434
9306247,9207239,1993-06-08,25,1434
9303297,9206257,1993-03-23,1120,1322
9303318,9206257,1993-03-30,1131,1322
9305248,9206257,1993-05-11,1356,1322
9312248,9206257,1993-12-08,1207,1322
9303291,9211266,1993-03-23,1117,603
9303296,9211266,1993-03-23,1119,603
9304299,9211266,1993-04-26,1276,603
9304307,9211266,1993-04-27,1280,603
9305254,9211266,1993-05-12,1357,603
9306226,9211266,1993-06-04,14,603
9306286,9211266,1993-06-18,48,603
9307211,9211266,1993-07-02,124,603
9307214,9211266,1993-07-02,126,603
9308209,9211266,1993-08-02,274,603
9308208,9211266,1993-08-02,273,603
9308271,9211266,1993-08-13,315,603
9308277,9211266,1993-08-15,320,603
9308323,9211266,1993-08-23,349,603
9303307,9211325,1993-03-25,1126,624
9307211,9211325,1993-07-02,124,624
9308323,9211325,1993-08-23,349,624
9311310,9211325,1993-11-18,1006,624
9303308,9211305,1993-03-25,1127,616
9303318,9211260,1993-03-30,1131,601
9304224,9211260,1993-04-06,1239,601
9304277,9211260,1993-04-20,1267,601
9304298,9211260,1993-04-26,1275,601
9305248,9211260,1993-05-11,1356,601
9305316,9211260,1993-05-25,1390,601
9305339,9211260,1993-05-27,1401,601
9306207,9211260,1993-06-01,4,601
9306292,9211260,1993-06-20,54,601
9307211,9211260,1993-07-02,124,601
9307249,9211260,1993-07-12,146,601
9307288,9211260,1993-07-16,164,601
9307301,9211260,1993-07-19,172,601
9307367,9211260,1993-07-29,203,601
9308209,9211260,1993-08-02,274,601
9408213,9211260,1993-08-02,647,601
9308266,9211260,1993-08-12,311,601
9308309,9211260,1993-08-20,339,601
9309241,9211260,1993-09-07,458,601
9309250,9211260,1993-09-09,466,601
9309296,9211260,1993-09-20,494,601
9310218,9211260,1993-10-04,662,601
9310254,9211260,1993-10-08,683,601
9310294,9211260,1993-10-15,708,601
9310348,9211260,1993-10-26,743,601
9311207,9211260,1993-11-01,934,601
9311228,9211260,1993-11-04,948,601
9311225,9211260,1993-11-04,945,601
9311345,9211260,1993-11-23,1031,601
9311372,9211260,1993-11-29,1052,601
9312201,9211260,1993-11-30,1171,601
9312262,9211260,1993-12-10,1216,601
9312272,9211260,1993-12-13,1224,601
9303318,9211256,1993-03-30,1131,598
9304224,9211256,1993-04-06,1239,598
9304263,9211256,1993-04-16,1260,598
9304277,9211256,1993-04-20,1267,598
9304298,9211256,1993-04-26,1275,598
9305223,9211256,1993-05-07,1342,598
9305248,9211256,1993-05-11,1356,598
9305316,9211256,1993-05-25,1390,598
9305339,9211256,1993-05-27,1401,598
9306207,9211256,1993-06-01,4,598
9306279,9211256,1993-06-16,42,598
9306292,9211256,1993-06-20,54,598
9307211,9211256,1993-07-02,124,598
9307249,9211256,1993-07-12,146,598
9307288,9211256,1993-07-16,164,598
9307301,9211256,1993-07-19,172,598
9307367,9211256,1993-07-29,203,598
9308209,9211256,1993-08-02,274,598
9408213,9211256,1993-08-02,647,598
9308266,9211256,1993-08-12,311,598
9308309,9211256,1993-08-20,339,598
9308354,9211256,1993-08-28,371,598
9309241,9211256,1993-09-07,458,598
9309250,9211256,1993-09-09,466,598
9309296,9211256,1993-09-20,494,598
9310218,9211256,1993-10-04,662,598
9310212,9211256,1993-10-04,656,598
9310254,9211256,1993-10-08,683,598
9310294,9211256,1993-10-15,708,598
9310348,9211256,1993-10-26,743,598
9311228,9211256,1993-11-04,948,598
9311225,9211256,1993-11-04,945,598
9311269,9211256,1993-11-10,978,598
9311345,9211256,1993-11-23,1031,598
9311372,9211256,1993-11-29,1052,598
9312201,9211256,1993-11-30,1171,598
9312262,9211256,1993-12-10,1216,598
9312272,9211256,1993-12-13,1224,598
9303318,9211249,1993-03-30,1131,595
9305282,9211249,1993-05-18,1374,595
9307322,9211249,1993-07-22,182,595
9307354,9211249,1993-07-28,196,595
9308309,9211249,1993-08-20,339,595
9309304,9211249,1993-09-21,499,595
9303318,9210266,1993-03-30,1131,418
9305248,9210266,1993-05-11,1356,418
9307201,9210266,1993-07-01,119,418
9303314,9210281,1993-03-30,1129,427
9303322,9212280,1993-03-31,1134,880
9309205,9212280,1993-09-01,433,880
9304203,9209288,1993-04-01,1230,253
9307328,9209288,1993-07-23,185,253
9308256,9209288,1993-08-11,301,253
9304216,9208251,1993-04-05,1236,110
9307208,9208251,1993-07-01,121,110
9307211,9208251,1993-07-02,124,110
9308324,9208251,1993-08-23,350,110
9309218,9208251,1993-09-03,443,110
9310366,9208251,1993-10-27,757,110
9312213,9208251,1993-12-02,1181,110
9304216,9302317,1993-04-05,1236,840
9304277,9302317,1993-04-20,1267,840
9306316,9302317,1993-06-25,70,840
9307211,9302317,1993-07-02,124,840
9307309,9302317,1993-07-20,175,840
9308323,9302317,1993-08-23,349,840
9308377,9302317,1993-08-31,384,840
9309277,9302317,1993-09-16,480,840
9310255,9302317,1993-10-09,684,840
9311241,9302317,1993-11-08,958,840
9312272,9302317,1993-12-13,1224,840
9304216,9209220,1993-04-05,1236,215
9304235,9209220,1993-04-08,1247,215
9304277,9209220,1993-04-20,1267,215
9304298,9209220,1993-04-26,1275,215
9306226,9209220,1993-06-04,14,215
9307211,9209220,1993-07-02,124,215
9308238,9209220,1993-08-06,291,215
9308266,9209220,1993-08-12,311,215
9308323,9209220,1993-08-23,349,215
9308336,9209220,1993-08-25,357,215
9308377,9209220,1993-08-31,384,215
9310215,9209220,1993-10-04,659,215
9310255,9209220,1993-10-09,684,215
9311241,9209220,1993-11-08,958,215
9311269,9209220,1993-11-10,978,215
9311340,9209220,1993-11-22,1029,215
9312272,9209220,1993-12-13,1224,215
9304216,9207234,1993-04-05,1236,1429
9305310,9207234,1993-05-24,1385,1429
9305316,9207234,1993-05-25,1390,1429
9305339,9207234,1993-05-27,1401,1429
9306325,9207234,1993-06-28,76,1429
9307208,9207234,1993-07-01,121,1429
9307211,9207234,1993-07-02,124,1429
9308324,9207234,1993-08-23,350,1429
9308377,9207234,1993-08-31,384,1429
9309218,9207234,1993-09-03,443,1429
9309250,9207234,1993-09-09,466,1429
9309277,9207234,1993-09-16,480,1429
9310366,9207234,1993-10-27,757,1429
9311225,9207234,1993-11-04,945,1429
9311269,9207234,1993-11-10,978,1429
9311340,9207234,1993-11-22,1029,1429
9312213,9207234,1993-12-02,1181,1429
9312272,9207234,1993-12-13,1224,1429
9304216,9207253,1993-04-05,1236,1443
9305254,9207253,1993-05-12,1357,1443
9305316,9207253,1993-05-25,1390,1443
9305339,9207253,1993-05-27,1401,1443
9306226,9207253,1993-06-04,14,1443
9307211,9207253,1993-07-02,124,1443
9308209,9207253,1993-08-02,274,1443
9308266,9207253,1993-08-12,311,1443
9308377,9207253,1993-08-31,384,1443
9309250,9207253,1993-09-09,466,1443
9310218,9207253,1993-10-04,662,1443
9311269,9207253,1993-11-10,978,1443
9304213,9209294,1993-04-05,1234,257
9310248,9209294,1993-10-08,679,257
9312210,9209294,1993-12-01,1178,257
9304214,9208245,1993-04-05,1235,106
9308223,9208245,1993-08-04,281,106
9312280,9208245,1993-12-14,1227,106
9304233,9303254,1993-04-08,1245,1094
9304233,9210207,1993-04-08,1245,387
9304244,9207218,1993-04-12,1250,1420
9306290,9207218,1993-06-18,52,1420
9306314,9207218,1993-06-22,69,1420
9307276,9207218,1993-07-15,160,1420
9308346,9207218,1993-08-26,365,1420
9308361,9207218,1993-08-30,376,1420
9309312,9207218,1993-09-22,504,1420
9312272,9207218,1993-12-13,1224,1420
9304244,9301267,1993-04-12,1250,551
9309209,9301267,1993-09-01,437,551
9309218,9301267,1993-09-03,443,551
9309250,9301267,1993-09-09,466,551
9310215,9301267,1993-10-04,659,551
9310366,9301267,1993-10-27,757,551
9311269,9301267,1993-11-10,978,551
9311340,9301267,1993-11-22,1029,551
9312272,9301267,1993-12-13,1224,551
9304244,9302259,1993-04-12,1250,804
9312272,9302259,1993-12-13,1224,804
9304245,9211314,1993-04-12,1251,621
9311278,9211314,1993-11-11,982,621
9311346,9211314,1993-11-23,1032,621
9311353,9211314,1993-11-24,1038,621
9304247,9207247,1993-04-13,1252,1440
9304264,9312260,1993-04-16,1261,1214
9304264,9311316,1993-04-16,1261,1010
9304281,9304230,1993-04-21,1268,1244
9306321,9304230,1993-06-28,74,1244
9308201,9304230,1993-08-02,266,1244
9311259,9304230,1993-11-10,971,1244
9304281,9306321,1993-04-21,1268,74
9308201,9306321,1993-08-02,266,74
9304281,9212268,1993-04-21,1268,872
9304310,9212268,1993-04-27,1283,872
9306321,9212268,1993-06-28,74,872
9308201,9212268,1993-08-02,266,872
9310354,9212268,1993-10-27,747,872
9311259,9212268,1993-11-10,971,872
9304281,9212229,1993-04-21,1268,853
9304310,9212229,1993-04-27,1283,853
9307223,9212229,1993-07-05,129,853
9307333,9212229,1993-07-26,190,853
9307373,9212229,1993-07-30,206,853
9308201,9212229,1993-08-02,266,853
9310302,9212229,1993-10-18,713,853
9311259,9212229,1993-11-10,971,853
9312202,9212229,1993-12-01,1172,853
9312238,9212229,1993-12-07,1201,853
9304295,9207205,1993-04-23,1274,1410
9305339,9207205,1993-05-27,1401,1410
9306279,9207205,1993-06-16,42,1410
9309250,9207205,1993-09-09,466,1410
9304295,9209262,1993-04-23,1274,242
9305235,9209262,1993-05-10,1350,242
9305298,9209262,1993-05-21,1381,242
9305316,9209262,1993-05-25,1390,242
9305340,9209262,1993-05-27,1402,242
9306279,9209262,1993-06-16,42,242
9307330,9209262,1993-07-24,187,242
9307332,9209262,1993-07-26,189,242
9308233,9209262,1993-08-05,288,242
9308283,9209262,1993-08-17,323,242
9308309,9209262,1993-08-20,339,242
9304295,9209232,1993-04-23,1274,221
9305216,9209232,1993-05-06,1337,221
9305236,9209232,1993-05-10,1351,221
9305316,9209232,1993-05-25,1390,221
9305339,9209232,1993-05-27,1401,221
9306207,9209232,1993-06-01,4,221
9306213,9209232,1993-06-02,8,221
9306279,9209232,1993-06-16,42,221
9306309,9209232,1993-06-23,65,221
